Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Signature,Action Taken,Severity Level,Network Segment,Log Source,Attack Type
2,12.44,0,2,0,0.6554000000000001,1,1,2,0,1,1,0
2,5.64,0,0,0,0.8509,1,0,2,1,2,0,2
1,14.74,1,1,1,0.36219999999999997,1,0,0,2,1,1,1
2,14.8,1,0,1,0.1317,1,1,0,1,2,1,1
1,3.22,0,0,1,0.7498,1,0,0,0,2,0,0
1,10.46,0,1,1,0.8648,1,0,1,2,1,0,1
1,12.87,0,2,0,0.1318,0,0,1,1,2,1,2
1,3.75,1,0,1,0.7623000000000001,0,0,0,2,0,0,0
2,4.66,1,2,1,0.0275,0,1,1,2,0,0,0
0,8.6,0,2,0,0.25170000000000003,1,1,2,1,0,1,1
2,7.25,1,1,0,0.2917,0,0,2,0,1,0,1
1,2.93,1,1,1,0.7966,1,1,0,0,1,1,1
1,13.5,0,0,1,0.8642,0,0,0,2,1,0,2
1,5.83,1,1,0,0.20550000000000002,0,0,2,1,0,1,0
0,5.51,0,0,0,0.6386,0,0,0,2,0,0,0
0,8.62,1,2,0,0.1833,1,0,1,1,1,0,0
2,3.15,1,2,1,0.4179,0,0,0,0,1,1,2
0,7.63,1,1,1,0.40369999999999995,1,0,1,2,1,1,0
2,5.36,0,2,1,0.2583,0,1,0,1,1,0,2
1,3.97,0,1,1,0.7526,1,0,1,2,0,0,0
2,1.49,0,2,1,0.1916,0,1,2,0,0,1,1
0,12.0,1,1,0,0.6501,1,0,1,1,0,1,1
0,4.79,0,0,1,0.1273,0,0,2,0,1,1,0
0,9.15,1,0,0,0.016200000000000003,0,1,0,2,0,1,2
1,10.14,0,0,1,0.3,1,1,0,1,0,1,2
0,7.77,1,1,0,0.5043,0,0,0,0,2,1,0
0,14.15,1,0,1,0.9828,0,0,2,1,2,1,2
0,6.13,0,2,1,0.1316,1,0,2,1,0,0,0
2,3.89,1,1,1,0.8756,1,0,0,2,1,0,0
2,14.95,1,1,0,0.8039000000000001,1,0,0,1,1,1,2
2,5.21,1,0,1,0.33640000000000003,1,0,2,1,2,1,2
1,9.29,1,2,1,0.4182,0,0,0,0,1,1,0
0,1.18,1,1,0,0.2712,0,1,2,2,1,1,0
1,4.04,0,2,1,0.1157,0,1,1,1,1,0,2
0,11.0,0,0,0,0.6679,0,0,2,0,1,1,1
2,9.34,0,2,0,0.0877,0,0,1,2,0,1,0
1,10.36,0,0,1,0.5242,1,1,0,2,0,1,1
1,0.96,0,2,1,0.1502,1,0,0,2,1,0,1
2,8.11,0,1,1,0.1542,0,0,2,2,1,1,0
2,2.01,1,0,1,0.36829999999999996,0,1,0,2,2,0,2
2,4.01,0,2,0,0.4927,0,1,0,0,1,0,0
0,14.2,1,0,0,0.2664,1,1,1,0,0,0,1
0,14.41,1,1,1,0.8527,0,1,0,2,2,0,0
0,9.15,1,1,1,0.062400000000000004,0,1,0,2,2,0,1
2,6.46,1,2,0,0.1297,1,1,1,1,0,0,1
1,7.94,0,0,1,0.9762000000000001,0,1,1,2,2,1,2
2,13.18,0,2,0,0.6965,1,0,0,1,2,0,0
0,1.08,0,2,1,0.3942,1,1,1,2,1,1,1
0,4.76,0,2,0,0.4364,1,0,2,0,2,0,1
2,10.94,1,0,0,0.8321,0,1,1,0,1,0,2
2,3.1,1,1,0,0.6207,1,1,0,2,2,1,2
1,1.27,0,0,0,0.4857,1,1,1,2,0,1,1
2,4.45,0,2,0,0.6740999999999999,0,0,2,1,2,1,1
0,4.91,0,1,0,0.2041,1,0,1,1,2,0,1
0,0.9,0,2,1,0.2402,1,0,2,2,2,0,1
1,13.95,0,1,0,0.12029999999999999,0,0,2,2,0,0,0
2,1.69,1,1,0,0.19010000000000002,1,0,1,2,2,0,2
1,1.57,1,1,0,0.4447,0,1,1,0,1,0,0
1,14.49,1,1,1,0.8495999999999999,0,1,0,2,0,1,1
0,13.82,0,1,0,0.4078,1,1,2,1,2,0,2
0,2.91,0,0,0,0.7456999999999999,0,1,1,1,1,1,2
2,12.0,1,2,0,0.6873,0,1,0,0,1,0,0
0,13.35,1,2,1,0.4282,1,0,1,0,1,1,0
1,12.79,1,0,0,0.5562,0,1,2,2,0,0,0
0,4.68,0,2,0,0.7781999999999999,0,0,2,0,2,0,1
2,7.83,1,1,0,0.0962,0,1,2,2,0,1,1
1,6.5,0,0,1,0.0208,1,1,2,2,0,1,1
1,9.27,1,1,1,0.2289,1,1,2,0,1,0,1
0,8.97,0,0,1,0.6336999999999999,1,1,2,2,2,0,0
1,10.08,0,1,0,0.5097,1,0,2,2,2,0,0
0,14.83,1,2,0,0.991,0,0,0,0,2,0,2
1,7.0,0,0,0,0.8001999999999999,1,0,2,0,1,0,2
1,9.35,1,1,0,0.9834999999999999,0,1,1,0,1,1,2
1,5.19,0,1,1,0.5621,0,1,0,2,0,1,1
2,11.75,0,2,1,0.18489999999999998,0,0,2,2,2,1,1
1,12.58,1,1,0,0.064,1,1,0,0,1,0,0
0,7.77,1,1,0,0.7948999999999999,0,0,1,1,0,0,2
2,11.34,0,1,0,0.45280000000000004,1,1,0,0,2,0,2
0,13.08,1,1,0,0.6393,1,1,2,1,0,1,1
2,3.68,1,2,1,0.6775,0,1,2,2,2,1,0
0,5.27,1,0,0,0.2452,0,0,1,1,2,1,1
1,11.86,1,1,0,0.153,0,0,0,2,0,0,2
1,2.86,1,1,1,0.9381999999999999,1,0,1,1,1,1,0
1,2.72,1,2,0,0.7761,1,1,1,0,2,0,0
1,6.33,0,1,0,0.5972,0,0,2,0,2,0,2
0,14.24,0,0,0,0.8778,1,1,2,2,1,0,0
0,10.02,1,1,1,0.3478,1,1,1,0,0,0,0
2,2.6,0,2,0,0.9484999999999999,0,0,0,1,2,1,0
2,4.24,0,0,1,0.2896,0,0,0,1,1,0,0
2,8.21,0,2,1,0.6159,1,0,0,0,2,1,1
1,4.8,1,2,0,0.0006,1,1,0,2,2,1,0
2,8.53,1,2,1,0.4866,1,1,1,1,0,1,0
0,8.51,1,0,1,0.5796,1,1,0,2,0,1,0
1,12.92,1,2,0,0.30829999999999996,1,1,1,2,0,0,1
1,3.99,1,1,0,0.8228,0,1,2,1,1,0,2
0,12.24,0,1,1,0.2568,0,1,1,1,1,1,0
0,11.06,0,2,0,0.6325999999999999,1,1,1,2,1,0,2
1,1.91,0,2,1,0.3,1,1,1,1,0,0,0
1,4.55,0,0,0,0.6029,1,0,0,0,0,0,1
1,1.15,0,1,1,0.6989,0,0,1,0,1,0,2
1,11.06,0,2,1,0.7822,1,0,2,2,2,1,2
1,9.78,1,0,1,0.1344,1,1,1,2,0,1,2
1,13.96,0,1,1,0.1838,0,0,1,2,0,0,1
0,14.25,0,0,1,0.8909999999999999,1,0,0,1,0,0,0
1,13.27,0,2,0,0.6983,1,1,1,0,1,1,1
2,14.89,1,1,0,0.1591,0,1,0,1,2,1,2
0,10.14,1,1,1,0.24420000000000003,1,0,2,2,1,1,0
1,2.77,0,0,1,0.0501,1,1,1,1,0,0,2
2,12.05,1,2,1,0.39409999999999995,1,1,0,2,0,1,0
2,9.54,0,1,0,0.2643,0,1,2,0,1,1,1
1,5.97,1,2,1,0.1641,1,1,2,1,1,0,0
0,14.22,1,2,0,0.9044,1,0,1,0,0,1,0
2,14.56,1,0,1,0.4633,1,1,2,2,1,1,0
2,8.84,0,1,1,0.3436,1,1,2,2,1,1,1
1,10.26,0,2,0,0.23170000000000002,1,0,0,1,2,1,0
2,4.16,1,0,0,0.7798999999999999,1,0,2,2,2,0,2
2,14.53,0,1,0,0.5123,0,0,0,1,0,1,1
2,9.71,0,2,1,0.9998,1,0,2,1,1,1,0
1,4.59,1,1,0,0.5085999999999999,1,1,2,1,1,0,0
2,2.65,0,1,1,0.9059999999999999,0,1,1,2,0,1,0
0,2.84,1,0,0,0.9886,1,1,0,1,1,1,2
1,10.87,1,2,0,0.0484,0,1,1,2,1,1,0
1,1.6,1,1,1,0.35359999999999997,0,1,1,2,2,0,1
2,8.0,0,2,0,0.8267,0,1,2,2,1,1,0
1,4.18,1,0,0,0.09140000000000001,0,1,2,0,0,0,0
1,1.04,0,1,1,0.6047,1,1,0,1,0,0,0
0,13.11,1,1,1,0.1404,1,1,1,0,1,1,2
2,12.18,1,0,0,0.8484999999999999,1,1,2,0,0,1,1
0,10.08,0,1,0,0.5717,1,0,2,0,2,0,2
0,10.52,0,1,1,0.03,1,1,0,2,2,0,1
0,12.63,0,0,0,0.9899,0,1,0,2,2,0,1
1,3.63,0,1,0,0.109,0,1,1,2,2,1,2
2,14.42,0,2,0,0.1275,0,0,0,1,2,0,2
0,10.78,0,2,0,0.061900000000000004,0,1,1,1,2,0,2
2,1.91,1,2,1,0.493,0,1,1,1,1,0,2
1,7.52,0,1,0,0.7134999999999999,1,1,0,1,0,0,1
2,4.37,1,1,0,0.7626000000000001,0,1,2,2,0,1,0
0,2.11,0,2,0,0.4746,1,0,2,0,1,1,1
1,1.04,0,0,1,0.08800000000000001,0,1,0,1,0,1,2
0,4.39,1,2,0,0.8281999999999999,0,1,1,2,0,1,0
1,12.79,0,2,1,0.8189,1,1,0,1,1,0,2
0,5.96,1,0,1,0.58,0,0,1,0,1,1,2
1,12.93,0,2,0,0.7345999999999999,1,1,1,2,0,1,2
0,4.56,0,1,0,0.2207,0,1,1,2,0,1,2
0,6.29,0,2,0,0.9677,1,0,2,2,0,1,1
0,5.52,1,0,0,0.5915,0,1,1,2,2,0,2
1,1.93,0,2,1,0.895,1,0,0,2,0,0,0
0,11.91,1,2,0,0.9628,1,1,2,1,0,0,0
2,14.33,0,0,1,0.9515,0,1,1,0,2,1,1
0,3.04,0,1,1,0.0587,1,0,2,0,1,1,1
1,5.62,1,2,0,0.3443,0,0,1,1,1,0,0
2,14.82,1,1,0,0.0364,1,1,0,2,1,1,2
2,0.79,1,2,0,0.8748999999999999,0,0,2,1,0,1,0
0,11.07,0,0,1,0.7226,0,0,2,0,0,0,2
2,2.86,1,2,0,0.11900000000000001,0,1,0,2,2,1,2
0,6.54,1,2,1,0.5539999999999999,0,1,2,0,1,0,2
2,1.2,1,0,1,0.7523000000000001,1,0,2,1,0,1,2
0,2.01,0,1,0,0.31679999999999997,0,0,0,1,0,1,0
0,8.29,0,0,1,0.9204000000000001,0,0,2,2,0,1,0
0,13.58,1,2,0,0.8994,1,0,2,0,0,1,0
0,9.3,0,1,1,0.32189999999999996,1,1,1,2,0,0,1
1,11.28,0,0,1,0.9875,1,0,2,2,2,0,1
1,6.95,0,1,1,0.5351,0,1,2,2,0,1,2
1,5.52,0,2,1,0.8586,1,0,1,1,0,1,1
2,11.42,0,0,1,0.7765000000000001,0,0,0,1,0,0,2
2,1.98,0,1,1,0.8015000000000001,1,0,0,0,0,0,0
0,2.44,0,2,1,0.5447,1,0,0,2,2,0,2
2,4.34,1,2,0,0.33299999999999996,0,0,1,0,1,0,2
1,12.91,0,2,0,0.8721,1,0,1,2,0,0,0
2,2.2,1,0,1,0.527,1,0,1,0,0,0,1
2,4.87,0,1,0,0.2005,1,1,0,1,2,0,0
2,5.28,1,2,1,0.0131,0,1,2,0,0,1,2
2,0.74,1,1,0,0.6727,1,1,1,0,0,1,1
1,5.67,0,1,1,0.2724,1,0,1,2,1,0,2
1,2.9,1,1,1,0.4157,0,1,0,0,2,0,1
2,6.28,1,2,0,0.1705,1,1,1,0,0,0,1
0,12.2,1,2,1,0.0504,0,0,1,1,2,0,2
2,11.96,0,1,0,0.21760000000000002,0,0,2,2,2,1,2
0,10.01,1,1,0,0.18230000000000002,0,1,2,1,1,1,1
0,1.32,0,1,1,0.4413,1,0,1,1,1,0,1
1,3.44,1,1,1,0.4428,0,1,0,1,1,1,0
0,6.91,1,2,1,0.7129000000000001,1,1,1,2,2,1,1
0,5.18,0,0,0,0.4727,1,0,2,2,2,0,1
0,9.52,1,1,1,0.0027,1,0,2,0,1,0,0
0,13.25,0,0,0,0.7989,1,0,0,2,0,0,0
0,13.74,0,2,0,0.5806,0,0,1,0,2,1,0
1,5.1,1,1,1,0.4264,1,1,2,0,2,1,0
1,12.61,1,2,0,0.18359999999999999,1,0,0,0,0,0,2
1,7.17,1,2,1,0.9381999999999999,0,0,0,0,1,1,1
1,2.17,0,2,1,0.4395,1,1,1,0,1,1,1
2,11.05,0,2,1,0.3325,0,0,0,1,0,0,1
2,7.56,0,2,1,0.022000000000000002,0,0,0,0,1,1,0
2,5.22,1,1,1,0.7508,0,0,1,0,1,1,0
1,13.33,0,2,0,0.32799999999999996,0,0,0,1,2,1,2
0,9.12,0,2,1,0.6658,1,0,1,1,2,0,0
0,8.48,0,1,1,0.10039999999999999,0,1,0,1,2,1,0
1,12.31,0,2,0,0.2523,1,1,2,2,0,1,1
0,1.99,0,1,0,0.6229,0,0,2,0,0,1,0
0,5.37,1,0,0,0.4978,1,1,0,0,2,0,1
2,1.03,1,2,0,0.9776,0,0,2,2,2,0,0
0,6.54,0,1,1,0.46840000000000004,0,0,1,0,0,1,2
1,3.98,0,2,0,0.2671,1,1,0,1,0,1,0
1,11.79,1,2,1,0.1603,1,1,0,1,0,1,1
0,11.4,0,0,1,0.5759000000000001,1,1,1,1,1,1,0
1,1.79,1,0,0,0.19519999999999998,1,0,0,2,1,0,0
1,4.47,1,0,1,0.9183,1,0,1,0,2,0,0
2,6.05,0,0,0,0.1705,0,1,1,2,0,1,2
2,11.07,0,1,1,0.0279,0,1,1,1,2,0,2
0,1.6,1,1,0,0.0784,1,1,0,2,2,0,1
2,2.42,1,1,0,0.5502,1,0,0,0,2,0,1
0,6.03,0,1,0,0.8975,1,0,2,1,1,1,2
1,12.53,1,0,0,0.1789,0,1,0,2,0,0,1
2,8.98,1,2,1,0.061,1,0,2,0,1,0,0
1,4.3,0,1,1,0.6002000000000001,0,0,0,1,1,0,0
1,9.72,0,0,1,0.10400000000000001,0,1,1,1,2,0,0
0,4.13,0,2,1,0.3336,0,1,1,1,1,1,2
0,9.27,1,2,0,0.8067,1,1,0,1,1,1,0
1,10.49,1,1,0,0.062,1,0,1,0,1,1,0
1,1.73,0,0,0,0.6043,1,1,0,0,1,1,2
2,12.73,1,0,1,0.8536,0,0,0,2,2,1,1
1,11.66,0,2,0,0.4668,0,1,1,0,1,0,1
1,3.15,0,2,0,0.0877,0,1,0,1,1,1,1
2,8.66,1,1,0,0.45539999999999997,1,0,0,0,1,0,0
1,7.12,0,1,1,0.6659,1,1,2,0,1,0,0
2,1.79,1,2,1,0.4163,0,1,2,0,1,0,0
1,2.83,0,2,0,0.36560000000000004,1,1,0,1,0,1,0
0,0.95,0,2,0,0.5791,1,0,1,0,1,1,0
2,9.58,1,2,0,0.9074,1,1,0,1,1,1,2
2,14.93,0,0,0,0.2483,0,1,0,2,2,0,0
1,2.29,0,0,0,0.8565999999999999,1,1,2,0,1,0,1
1,8.51,0,0,1,0.14300000000000002,1,1,1,1,2,0,0
0,1.74,0,2,1,0.8017,1,0,2,0,2,0,1
0,1.69,0,0,0,0.09380000000000001,0,0,2,2,0,0,2
0,11.32,1,2,1,0.5288,0,0,2,2,0,0,2
2,11.32,0,2,1,0.009899999999999999,1,0,1,2,0,0,1
0,1.88,0,2,0,0.1641,1,0,1,1,0,0,1
2,7.41,1,1,1,0.2683,0,0,0,1,0,0,1
0,1.89,0,1,0,0.7652,1,0,1,1,2,0,1
0,6.69,1,2,1,0.8462999999999999,1,1,1,2,0,0,0
1,9.6,0,0,0,0.5425,1,0,0,1,1,0,1
2,7.72,0,0,0,0.8432999999999999,1,1,2,0,0,1,2
0,3.05,1,0,0,0.2687,0,0,1,2,0,0,1
1,0.77,1,0,0,0.2416,0,1,1,1,1,0,2
2,13.8,1,2,0,0.0349,0,1,0,2,1,0,1
1,13.59,1,0,1,0.2271,0,1,0,2,0,1,1
2,8.77,0,2,1,0.6937000000000001,0,1,2,2,1,0,0
0,4.84,1,1,0,0.38630000000000003,1,1,2,2,0,0,2
0,6.12,0,0,0,0.39759999999999995,0,0,1,0,0,1,2
0,3.36,1,2,1,0.3605,1,1,1,1,2,0,1
1,2.49,1,1,0,0.4756,1,0,2,1,0,0,1
0,6.45,1,1,1,0.6367,1,0,0,0,0,0,1
0,5.61,0,2,1,0.16399999999999998,1,0,0,2,1,1,0
0,10.42,1,1,1,0.0547,0,0,1,2,1,0,0
1,10.78,1,0,1,0.9642000000000001,1,1,1,0,1,0,1
2,0.92,0,2,1,0.5660000000000001,0,1,0,1,1,1,0
2,10.95,1,0,1,0.5795,0,1,0,2,1,1,1
0,7.66,1,1,1,0.5479999999999999,1,1,0,0,1,1,1
1,5.63,1,2,1,0.835,1,0,2,2,0,0,1
2,1.45,0,0,0,0.5707,0,0,2,2,1,1,0
1,1.27,1,1,1,0.4927,0,0,2,0,0,1,1
0,7.99,0,2,1,0.6141,1,1,1,1,2,0,0
1,14.23,0,2,0,0.6573,0,1,2,0,1,0,0
2,6.46,1,1,0,0.266,1,0,2,0,2,1,0
2,4.95,0,0,1,0.0848,1,1,0,1,2,1,1
0,2.83,0,2,0,0.7056999999999999,0,1,1,2,1,1,1
0,4.96,1,2,1,0.7045,0,0,1,1,2,0,0
1,8.93,1,0,0,0.9984000000000001,0,1,2,2,0,0,0
0,12.28,1,2,0,0.157,0,0,1,1,2,0,2
0,2.47,1,0,1,0.6009,0,0,2,2,0,1,1
1,8.5,0,1,0,0.043899999999999995,0,0,2,1,1,0,0
0,10.26,0,2,1,0.9783,1,0,0,2,0,1,2
2,13.67,0,2,1,0.49229999999999996,1,1,1,0,2,1,1
2,1.24,0,2,1,0.6098,0,1,2,2,0,0,1
1,5.58,0,0,0,0.8042,0,0,2,0,1,0,1
0,10.09,1,0,1,0.8484,1,0,1,0,2,0,2
2,9.07,0,0,0,0.8210999999999999,1,0,1,0,1,1,1
1,10.32,1,2,0,0.19510000000000002,0,0,0,0,1,0,0
2,4.47,1,2,1,0.0106,1,0,0,2,2,0,0
0,13.39,1,0,0,0.5644,0,0,2,1,2,0,2
1,5.11,0,1,1,0.2988,1,1,2,2,2,0,2
1,8.21,0,2,1,0.09,1,1,2,0,1,0,1
1,12.26,1,1,1,0.46909999999999996,0,1,1,2,2,0,2
0,8.51,1,0,1,0.0187,1,1,2,0,0,0,0
1,9.0,1,0,0,0.7272,0,1,0,2,1,1,2
2,6.77,0,2,1,0.2742,0,1,1,2,1,0,0
2,10.76,0,0,1,0.1565,1,0,0,2,0,1,0
1,10.59,0,0,0,0.1235,0,0,0,2,2,0,0
0,2.71,0,0,0,0.2014,1,0,0,1,0,1,2
1,12.54,0,2,0,0.1895,1,1,0,1,0,0,1
2,3.05,0,0,1,0.4268,0,1,2,1,1,1,0
2,9.63,0,0,0,0.8306,0,0,0,2,1,0,1
2,9.53,0,1,1,0.431,1,1,1,0,2,1,2
2,2.32,1,0,1,0.8943000000000001,0,1,2,2,0,0,1
2,13.89,0,2,0,0.6531999999999999,0,1,0,1,0,1,1
2,13.27,1,1,0,0.0535,0,0,0,1,1,1,0
0,12.8,0,1,0,0.435,1,1,2,2,2,0,0
1,14.87,1,0,0,0.4864,0,0,2,1,2,1,0
2,3.04,0,1,1,0.483,0,1,0,1,2,0,0
0,13.22,1,2,0,0.3608,1,1,1,0,1,0,2
1,9.72,0,0,0,0.6365,1,1,2,1,1,0,1
1,0.74,1,1,1,0.5681,0,1,2,2,1,1,2
0,6.06,1,0,1,0.3481,0,0,0,1,2,0,0
0,10.6,1,1,0,0.0447,0,0,1,1,2,0,1
0,0.97,1,1,0,0.235,0,1,1,2,1,1,2
0,14.08,1,2,0,0.014199999999999999,0,1,0,0,1,0,0
2,9.21,1,0,1,0.9501000000000001,1,0,1,0,0,0,2
1,6.52,1,0,0,0.10369999999999999,0,0,1,0,2,1,1
1,3.03,1,1,1,0.0004,0,0,2,1,2,0,0
2,8.15,1,1,1,0.5684,0,1,0,2,2,1,1
1,6.27,1,0,1,0.22399999999999998,0,0,0,2,0,1,2
1,7.83,1,0,1,0.7176,1,0,0,1,1,1,0
1,12.93,1,2,0,0.6659999999999999,1,0,2,1,2,1,0
2,14.39,0,0,1,0.7928000000000001,0,0,1,0,2,1,0
2,3.12,1,1,0,0.8779,1,1,0,0,0,0,0
1,8.8,0,1,0,0.9601000000000001,0,0,0,1,0,1,1
0,7.93,1,2,0,0.2784,0,0,1,1,2,1,1
0,6.15,1,1,1,0.7175,0,0,2,2,2,1,2
2,7.79,0,1,0,0.5835,0,1,0,1,2,1,2
2,3.45,1,1,0,0.24780000000000002,0,1,2,0,2,0,2
2,6.21,1,0,0,0.5118,1,0,2,2,2,1,1
0,13.45,0,2,1,0.5335,0,0,2,2,1,0,0
1,4.22,1,2,1,0.5707,1,1,0,0,2,1,0
0,12.96,0,0,1,0.2118,1,0,1,1,0,1,2
1,13.1,0,2,0,0.5225,1,0,0,0,1,0,1
2,10.31,1,2,1,0.2041,0,0,0,1,1,1,2
2,2.3,1,0,0,0.139,1,1,0,2,1,1,1
1,3.25,1,1,1,0.4131,1,0,0,2,1,0,1
2,6.18,0,0,1,0.0217,0,0,2,2,1,1,2
0,6.57,0,1,1,0.9521999999999999,1,0,0,0,1,1,1
0,13.82,1,1,1,0.5415,0,0,1,1,0,0,0
2,8.26,0,1,0,0.8248000000000001,0,1,2,0,0,0,2
2,3.73,0,1,0,0.5568,0,1,1,2,1,1,1
2,12.32,0,1,0,0.7329000000000001,0,1,2,0,1,1,2
2,1.08,0,1,0,0.9297,1,0,2,0,2,0,1
0,12.7,1,0,0,0.8258,0,1,0,0,0,1,1
0,2.85,0,1,0,0.8003,1,0,0,1,0,0,1
1,3.52,0,2,0,0.31679999999999997,1,1,1,1,1,0,0
0,9.82,0,0,1,0.7081000000000001,0,1,1,2,2,0,1
1,11.11,0,2,1,0.9431,1,1,1,2,0,0,1
0,10.42,1,1,1,0.1602,0,0,1,1,2,1,1
2,0.79,1,0,0,0.2632,0,1,1,1,2,0,0
2,2.45,1,1,0,0.1162,0,1,0,1,0,1,1
0,0.85,0,1,0,0.6807,1,1,2,2,1,1,1
0,1.95,0,1,1,0.1054,1,1,2,2,1,0,2
0,11.51,0,0,1,0.8906000000000001,0,1,0,0,0,1,2
1,1.84,0,2,0,0.1305,0,1,2,0,1,1,2
1,13.18,0,0,0,0.3319,1,1,0,2,0,0,2
1,5.43,1,2,0,0.6861,1,1,0,0,1,0,0
1,11.06,0,2,1,0.07429999999999999,0,0,2,1,2,0,2
0,11.88,0,0,1,0.0192,0,1,0,1,0,0,0
2,1.95,1,2,1,0.8245999999999999,1,0,2,1,0,1,2
0,7.02,1,1,0,0.5879,0,0,1,0,2,0,0
2,8.82,1,1,0,0.3734,1,0,0,0,0,1,2
0,12.08,0,2,0,0.8879,1,1,2,1,1,0,2
2,12.42,0,0,1,0.3568,1,0,0,2,0,0,1
0,7.72,0,1,0,0.9005,1,1,0,0,2,0,1
1,3.06,1,1,1,0.6225,0,1,1,2,0,1,1
0,12.44,1,0,0,0.6420999999999999,0,0,0,0,0,1,2
0,5.6,1,1,0,0.0815,1,0,0,0,2,1,2
1,8.07,0,1,0,0.3734,0,1,0,2,2,0,0
0,13.31,1,0,1,0.7909999999999999,0,0,2,2,0,1,0
1,11.72,1,1,1,0.242,0,0,2,1,1,0,2
0,4.1,1,0,0,0.3098,0,1,2,2,0,1,2
2,6.82,1,0,0,0.4583,0,1,0,0,1,0,2
2,12.65,0,0,0,0.9177,1,0,2,1,0,1,0
1,6.06,0,2,1,0.9343,1,1,0,0,1,1,2
0,7.31,1,2,0,0.5836,1,1,0,0,0,0,1
2,8.07,0,2,0,0.7068000000000001,0,0,1,2,0,0,1
1,1.19,0,2,0,0.7361,0,0,0,2,0,0,1
0,11.0,1,1,1,0.5388000000000001,0,0,1,1,1,1,2
1,3.12,0,0,1,0.3331,0,0,2,0,0,1,1
0,10.9,1,0,0,0.5847,0,1,2,0,0,1,2
2,12.11,0,2,1,0.5722999999999999,0,0,0,2,2,0,0
0,13.67,0,1,0,0.5698,1,0,2,0,2,0,2
0,12.88,0,0,0,0.18969999999999998,0,0,2,0,2,0,1
1,6.81,1,0,1,0.5772999999999999,1,1,0,0,0,1,0
2,10.21,1,1,0,0.7712,1,0,1,2,2,0,1
2,13.72,1,2,1,0.0484,0,0,1,0,0,0,1
2,6.74,1,1,1,0.2323,1,1,0,0,2,0,2
0,9.22,1,0,0,0.1421,1,1,2,1,1,0,0
2,12.04,1,1,0,0.4201,0,1,0,0,0,1,1
0,2.07,0,0,1,0.0031,1,1,0,2,2,0,2
1,10.13,1,1,0,0.0313,0,1,1,1,2,1,1
2,10.8,1,0,1,0.021400000000000002,1,0,2,2,1,1,1
1,7.75,1,0,1,0.8321,0,0,1,0,0,0,0
2,13.16,1,1,0,0.5489999999999999,0,1,2,0,2,1,0
1,11.21,0,2,0,0.5113,1,1,0,2,2,0,1
2,13.28,1,0,1,0.8344,0,0,1,1,1,1,2
2,14.82,0,2,1,0.9579000000000001,1,0,2,2,0,0,2
0,11.81,0,1,0,0.6605,1,0,2,0,2,0,1
1,8.06,0,0,0,0.8734000000000001,0,1,2,0,2,1,0
2,7.8,0,2,1,0.9376000000000001,1,1,1,2,1,1,1
0,10.06,0,0,0,0.8515,1,1,0,1,0,1,1
2,5.93,0,1,1,0.0217,1,1,0,2,2,1,2
1,10.1,1,2,0,0.775,1,1,2,2,2,1,2
1,10.08,0,0,1,0.0048,0,1,2,0,1,0,2
2,1.31,1,1,0,0.337,0,1,1,2,1,0,2
2,10.43,1,2,0,0.8695,1,1,2,0,2,0,1
1,9.15,1,0,0,0.4802,0,0,2,2,2,0,0
2,4.11,0,1,1,0.9884000000000001,1,0,0,1,0,0,1
2,14.9,1,1,0,0.8855,0,0,0,0,0,1,1
2,4.78,1,0,1,0.4901,1,1,0,2,1,1,1
2,0.69,1,0,1,0.7951,0,1,1,1,2,0,0
1,11.58,1,2,1,0.3046,0,0,2,2,0,0,1
0,1.06,1,2,1,0.3953,0,0,1,1,1,1,2
1,4.72,1,1,1,0.6329,1,1,0,1,0,1,0
0,10.38,1,0,1,0.49340000000000006,1,1,2,1,0,1,0
2,7.0,1,0,1,0.9793000000000001,0,0,2,0,0,0,2
0,7.71,1,2,0,0.9558,0,1,1,0,2,0,0
0,2.92,1,0,0,0.7837000000000001,1,0,1,2,2,0,1
0,5.39,1,2,1,0.7095,1,0,2,2,0,0,0
1,14.63,1,0,1,0.2457,0,1,2,0,2,1,1
2,10.79,1,2,1,0.7888,0,1,0,1,2,1,0
0,7.45,1,2,1,0.174,1,1,2,1,2,0,2
2,6.06,0,1,1,0.2576,0,0,1,2,2,0,0
1,3.19,0,0,1,0.1264,1,0,0,0,0,1,1
0,0.81,1,1,1,0.7303000000000001,1,1,1,2,0,1,1
0,2.47,0,0,1,0.9495,0,1,2,2,1,1,0
1,5.65,0,1,1,0.2349,0,0,1,0,0,0,0
0,7.86,0,0,1,0.9811,1,0,0,1,1,0,2
1,2.97,1,1,0,0.1961,1,0,2,2,2,0,2
1,11.26,0,0,0,0.8009999999999999,1,0,2,2,0,1,2
2,8.42,0,0,0,0.19219999999999998,0,0,1,0,1,0,2
0,10.21,0,2,0,0.7178,0,1,1,1,1,1,0
1,7.69,1,1,1,0.36979999999999996,1,1,1,2,0,1,0
1,1.91,1,2,1,0.6351,0,1,2,2,2,1,2
1,8.31,1,1,0,0.5267000000000001,1,1,1,1,0,0,2
2,5.85,1,1,1,0.6475,1,1,2,1,1,1,2
0,3.13,0,0,0,0.3602,0,0,2,1,1,1,1
0,4.26,1,1,0,0.9323999999999999,0,0,2,1,2,0,0
2,10.54,0,0,1,0.4318,0,1,1,0,2,1,2
2,3.59,0,1,1,0.5574,0,1,2,0,2,1,0
